,order_number,order_date,customer_names,channel,product_name,order_quantity,unit_price,revenue,total unit cost,state,county,state_name,region,lat,long,budget,total_cost,profit,profit_margin_pct,order_month_name,order_month_num,order_month
34155,SO - 0010220,17-03-2016,Aibox Company,Wholesale,Product 26,7,2345,16415,1219.4,NJ,Monmouth County,New Jersey,Northeast,40.18205,-74.19852,,8535.8,7879.2,48,March,3,2016-03
34156,SO - 0010167,17-03-2016,Blogtags Ltd,Wholesale,Product 22,9,1045.2,9406.8,606.216,FL,Palm Beach County,Florida,South,26.52535,-80.06643,,5455.944,3950.856,42,March,3,2016-03
34157,SO - 0001522,18-03-2016,Buzzbean Group,Export,Product 26,11,3872.6,42598.6,2710.82,AR,Craighead County,Arkansas,South,35.8423,-90.70428,,29819.02,12779.58,30,March,3,2016-03
34158,SO - 0001987,18-03-2016,GOOD Ltd,Distributor,Product 15,8,891.1,7128.8,632.681,IN,Vigo County,Indiana,Midwest,39.4667,-87.41391,,5061.448,2067.352,29,March,3,2016-03
34159,SO - 0002422,18-03-2016,Skiptube Ltd,Wholesale,Product 25,5,2814,14070,1463.28,IA,Johnson County,Iowa,Midwest,41.66113,-91.53017,,7316.4,6753.6,48,March,3,2016-03
34160,SO - 0002765,18-03-2016,Thoughtmix Ltd,Distributor,Product 26,7,167.5,1172.5,139.025,GA,Peach County/Houston County,Georgia,South,32.5971,-83.65394,,973.175,199.325,17,March,3,2016-03
34161,SO - 0003763,18-03-2016,Skyvu Group,Distributor,Product 14,12,3423.7,41084.4,2533.538,ME,Cumberland County,Maine,Northeast,43.66147,-70.25533,,30402.456,10681.944,26,March,3,2016-03
34162,SO - 0005727,18-03-2016,Wise Company,Export,Product 8,12,2291.4,27496.8,1695.636,MD,Prince George's County,Maryland,South,38.94278,-76.73028,,20347.632,7149.168,26,March,3,2016-03
34163,SO - 0008067,18-03-2016,Aimbo Corp,Wholesale,Product 25,7,5862.5,41037.5,3752,CA,Contra Costa County,California,West,38.02798,-121.88468,,26264,14773.5,36,March,3,2016-03
34164,SO - 0008487,18-03-2016,Eire Corp,Wholesale,Product 5,9,2505.8,22552.2,1453.364,IL,Cook County,Illinois,Midwest,41.86472,-87.87119,,13080.276,9471.924,42,March,3,2016-03
34165,SO - 0002491,18-03-2016,The Ltd,Wholesale,Product 10,8,1051.9,8415.2,610.102,FL,Palm Beach County,Florida,South,26.65868,-80.24144,,4880.816,3534.384,42,March,3,2016-03
34166,SO - 0003330,18-03-2016,Walgreen Corp,Export,Product 5,9,1306.5,11758.5,535.665,IL,Kane County,Illinois,Midwest,41.94151,-88.321,,4820.985,6937.515,59,March,3,2016-03
34167,SO - 0006740,18-03-2016,Unit Ltd,Wholesale,Product 26,6,1018.4,6110.4,804.536,CA,Contra Costa County,California,West,38.02798,-121.88468,,4827.216,1283.184,21,March,3,2016-03
34168,SO - 0007284,18-03-2016,Muxo Group,Export,Product 7,7,1152.4,8066.8,898.872,NJ,Hudson County,New Jersey,Northeast,40.72816,-74.07764,,6292.104,1774.696,22,March,3,2016-03
34169,SO - 0001994,18-03-2016,Skinder Group,Wholesale,Product 26,7,904.5,6331.5,397.98,CA,San Diego County,California,West,33.19587,-117.37948,,2785.86,3545.64,56,March,3,2016-03
34170,SO - 0002834,18-03-2016,Thoughtmix Ltd,Distributor,Product 5,10,2512.5,25125,1306.5,NY,Onondaga County,New York,Northeast,43.04812,-76.14742,,13065,12060,48,March,3,2016-03
34171,SO - 0003632,18-03-2016,Mydo Corp,Distributor,Product 3,7,3597.9,25185.3,2698.425,IL,Cook County,Illinois,Midwest,41.77475,-87.8596,,18888.975,6296.325,25,March,3,2016-03
34172,SO - 0004359,18-03-2016,Twitterbri Ltd,Wholesale,Product 18,5,1112.2,5561,611.71,IN,Monroe County,Indiana,Midwest,39.11904,-86.51979,,3058.55,2502.45,45,March,3,2016-03
34173,SO - 0004410,18-03-2016,Accord Group,Wholesale,Product 18,9,2237.8,20140.2,1678.35,CA,Orange County,California,West,33.86751,-117.99812,,15105.15,5035.05,25,March,3,2016-03
34174,SO - 0005372,18-03-2016,Nexus Group,Distributor,Product 15,8,1882.7,15061.6,1355.544,CT,Hartford County,Connecticut,Northeast,41.76657,-72.75494,,10844.352,4217.248,28,March,3,2016-03
34175,SO - 0006181,18-03-2016,Avamba Company,Wholesale,Product 1,7,227.8,1594.6,175.406,IL,DuPage County,Illinois,Midwest,41.94095,-88.20373,,1227.842,366.758,23,March,3,2016-03
34176,SO - 0006942,18-03-2016,Roomm Company,Wholesale,Product 26,8,864.3,6914.4,630.939,WA,Clark County,Washington,West,45.63873,-122.66149,,5047.512,1866.888,27,March,3,2016-03
34177,SO - 0008973,18-03-2016,Vinte Group,Export,Product 30,7,3872.6,27108.2,2865.724,CA,Sacramento County,California,West,38.49602,-121.40884,,20060.068,7048.132,26,March,3,2016-03
34178,SO - 000120,18-03-2016,Eire Corp,Wholesale,Product 17,8,3095.4,24763.2,1795.332,AR,Benton County,Arkansas,South,36.33202,-94.11854,,14362.656,10400.544,42,March,3,2016-03
34179,SO - 000965,18-03-2016,Johnson Ltd,Distributor,Product 5,5,1085.4,5427,640.386,VA,Richmond city,Virginia,South,37.55376,-77.46026,,3201.93,2225.07,41,March,3,2016-03
34180,SO - 0004798,18-03-2016,Twimbo Company,Wholesale,Product 5,10,3999.9,39999,2599.935,MN,Olmsted County,Minnesota,Midwest,44.02163,-92.4699,,25999.35,13999.65,35,March,3,2016-03
34181,SO - 0006638,18-03-2016,Thoughtmix Ltd,Export,Product 18,7,1031.8,7222.6,680.988,CA,Sacramento County,California,West,38.61713,-121.32828,,4766.916,2455.684,34,March,3,2016-03
34182,SO - 0008410,18-03-2016,Unit Ltd,Distributor,Product 13,7,2358.4,16508.8,1462.208,MN,Hennepin County,Minnesota,Midwest,45.01052,-93.45551,,10235.456,6273.344,38,March,3,2016-03
34183,SO - 0010193,18-03-2016,Voolia Ltd,Distributor,Product 11,6,1011.7,6070.2,495.733,OH,Trumbull County/Mahoning County,Ohio,Midwest,41.0991,-80.6459,,2974.398,3095.802,51,March,3,2016-03
34184,SO - 0010635,18-03-2016,Aveda Group,Distributor,Product 5,8,3959.7,31677.6,2098.641,FL,Alachua County,Florida,South,29.65163,-82.32483,,16789.128,14888.472,47,March,3,2016-03
34185,SO - 0009643,18-03-2016,Tekfly Group,Export,Product 15,6,783.9,4703.4,572.247,NJ,Union County,New Jersey,Northeast,40.63371,-74.40737,,3433.482,1269.918,27,March,3,2016-03
34186,SO - 0003316,18-03-2016,The Ltd,Wholesale,Product 13,9,6478.9,58310.1,4923.964,TX,Victoria County,Texas,South,28.80527,-97.0036,,44315.676,13994.424,24,March,3,2016-03
34187,SO - 0007159,18-03-2016,Bluezoom Group,Wholesale,Product 4,7,938,6566,384.58,IA,Johnson County,Iowa,Midwest,41.66113,-91.53017,,2692.06,3873.94,59,March,3,2016-03
34188,SO - 0007482,18-03-2016,Devpoint Group,Wholesale,Product 20,7,3068.6,21480.2,2454.88,IL,Sangamon County,Illinois,Midwest,39.79106,-89.64457,,17184.16,4296.04,20,March,3,2016-03
34189,SO - 0007538,18-03-2016,Wordpedia Ltd,Wholesale,Product 19,6,2566.1,15396.6,1950.236,CA,Santa Clara County,California,West,37.38605,-122.08385,,11701.416,3695.184,24,March,3,2016-03
34190,SO - 0010279,18-03-2016,Mita Corp,Wholesale,Product 19,10,2492.4,24924,1071.732,NJ,Passaic County,New Jersey,Northeast,40.94585,-74.24508,,10717.32,14206.68,57,March,3,2016-03
34191,SO - 0009114,18-03-2016,CARDINAL Group,Wholesale,Product 5,5,998.3,4991.5,808.623,CA,Alameda County,California,West,37.70215,-121.93579,,4043.115,948.385,19,March,3,2016-03
34192,SO - 0001924,18-03-2016,Skinder Group,Wholesale,Product 7,6,1132.3,6793.8,815.256,GA,Fulton County,Georgia,South,34.07538,-84.29409,,4891.536,1902.264,28,March,3,2016-03
34193,SO - 0002291,18-03-2016,Nexus Group,Wholesale,Product 13,10,2271.3,22713,1476.345,ID,Bonneville County,Idaho,West,43.46658,-112.03414,,14763.45,7949.55,35,March,3,2016-03
34194,SO - 0004706,18-03-2016,Colgate-Pa Group,Wholesale,Product 11,6,2418.7,14512.2,1330.285,TX,Tarrant County/Denton County/Dallas County,Texas,South,32.93411,-97.07653,,7981.71,6530.49,45,March,3,2016-03
34195,SO - 0005008,18-03-2016,Zoomdog Corp,Distributor,Product 2,11,850.9,9359.9,697.738,AZ,Yuma County,Arizona,West,32.72532,-114.6244,,7675.118,1684.782,18,March,3,2016-03
34196,SO - 0005584,18-03-2016,Realpoint Corp,Wholesale,Product 18,5,187.6,938,138.824,FL,Broward County,Florida,South,26.25175,-80.17894,,694.12,243.88,26,March,3,2016-03
34197,SO - 0007254,18-03-2016,Viva Ltd,Export,Product 21,9,1273,11457,814.72,ID,Canyon County,Idaho,West,43.66294,-116.68736,,7332.48,4124.52,36,March,3,2016-03
34198,SO - 0007869,18-03-2016,Cantrell Company,Wholesale,Product 11,12,3604.6,43255.2,2379.036,NY,Erie County,New York,Northeast,42.91002,-78.74182,,28548.432,14706.768,34,March,3,2016-03
34199,SO - 000614,19-03-2016,Neutrogena Ltd,Wholesale,Product 1,5,1051.9,5259.5,683.735,CA,Marin County,California,West,37.97361,-122.53111,,3418.675,1840.825,35,March,3,2016-03
34200,SO - 0004909,19-03-2016,Wordtune Company,Wholesale,Product 16,12,234.5,2814,143.045,WY,Natrona County,Wyoming,West,42.86663,-106.31308,,1716.54,1097.46,39,March,3,2016-03
34201,SO - 0005283,19-03-2016,General Company,Wholesale,Product 29,5,2646.5,13232.5,1640.83,CA,Riverside County,California,West,33.77974,-116.46529,,8204.15,5028.35,38,March,3,2016-03
34202,SO - 0005999,19-03-2016,Brightdog Corp,Distributor,Product 6,8,3202.6,25620.8,2049.664,MA,Essex County,Massachusetts,Northeast,42.46676,-70.94949,,16397.312,9223.488,36,March,3,2016-03
34203,SO - 0006164,19-03-2016,SAFEWAY Ltd,Distributor,Product 12,10,3979.8,39798,3303.234,IN,Elkhart County,Indiana,Midwest,41.65183,-85.94312,,33032.34,6765.66,17,March,3,2016-03
34204,SO - 0007774,19-03-2016,Zoonoodle Ltd,Export,Product 14,7,2566.1,17962.7,1539.66,CA,Santa Clara County,California,West,37.44188,-122.14302,,10777.62,7185.08,40,March,3,2016-03
34205,SO - 0007812,19-03-2016,Livepath Corp,Wholesale,Product 13,6,1038.5,6231,550.405,NV,Clark County,Nevada,West,36.10803,-115.245,,3302.43,2928.57,47,March,3,2016-03
34206,SO - 000502,19-03-2016,Skyvu Group,Distributor,Product 17,5,2412,12060,1109.52,IL,Cook County/Kane County,Illinois,Midwest,42.06521,-88.153,,5547.6,6512.4,54,March,3,2016-03
34207,SO - 000733,19-03-2016,Voonyx Group,Export,Product 4,7,1072,7504,836.16,IL,Cook County,Illinois,Midwest,42.02911,-88.08951,,5853.12,1650.88,22,March,3,2016-03
34208,SO - 0002257,19-03-2016,Jabbercube Corp,Wholesale,Product 15,12,3912.8,46953.6,3325.88,NM,DoÃƒÂ±a Ana County,New Mexico,West,32.31232,-106.77834,,39910.56,7043.04,15,March,3,2016-03
34209,SO - 0004667,19-03-2016,Quaxo Ltd,Distributor,Product 14,12,3865.9,46390.8,1855.632,NY,Nassau County,New York,Northeast,40.80049,-73.51056,,22267.584,24123.216,52,March,3,2016-03
34210,SO - 0006154,19-03-2016,Arbor Company,Wholesale,Product 15,9,951.4,8562.6,428.13,FL,Charlotte County,Florida,South,26.97617,-82.09064,,3853.17,4709.43,55,March,3,2016-03
34211,SO - 0007202,19-03-2016,Lazzy Group,Wholesale,Product 15,9,911.2,8200.8,583.168,WA,King County,Washington,West,47.61038,-122.20068,,5248.512,2952.288,36,March,3,2016-03
34212,SO - 0008681,19-03-2016,Ozu Ltd,Wholesale,Product 14,10,2619.7,26197,1859.987,NV,Clark County,Nevada,West,36.17497,-115.13722,,18599.87,7597.13,29,March,3,2016-03
34213,SO - 0010497,19-03-2016,Ascend Ltd,Distributor,Product 2,11,1929.6,21225.6,868.32,IL,Will County/DuPage County,Illinois,Midwest,41.74917,-88.16202,,9551.52,11674.08,55,March,3,2016-03
34214,SO - 000852,19-03-2016,Vimbo Company,Wholesale,Product 4,6,3564.4,21386.4,1497.048,IN,Marion County,Indiana,Midwest,39.8716,-86.01156,,8982.288,12404.112,58,March,3,2016-03
34215,SO - 0002481,19-03-2016,Johnson Ltd,Wholesale,Product 16,6,2646.5,15879,1667.295,CA,Santa Barbara County,California,West,34.42083,-119.69819,,10003.77,5875.23,37,March,3,2016-03
34216,SO - 0003847,19-03-2016,MEIJER Corp,Distributor,Product 17,12,5641.4,67696.8,4174.636,CA,Los Angeles County,California,West,33.98307,-118.09674,,50095.632,17601.168,26,March,3,2016-03
34217,SO - 0005726,19-03-2016,Accord Group,Distributor,Product 4,10,5768.7,57687,4268.838,CA,Los Angeles County,California,West,33.99307,-117.96868,,42688.38,14998.62,26,March,3,2016-03
34218,SO - 0005936,19-03-2016,Liberty Group,Wholesale,Product 26,12,1051.9,12622.8,599.583,TX,Rockwall County/Dallas County,Texas,South,32.91592,-96.54867,,7194.996,5427.804,43,March,3,2016-03
34219,SO - 0006498,19-03-2016,Johnson Ltd,Wholesale,Product 14,6,1065.3,6391.8,745.71,UT,Cache County,Utah,West,41.73549,-111.83439,,4474.26,1917.54,30,March,3,2016-03
34220,SO - 0008248,19-03-2016,Cogilith Group,Distributor,Product 17,11,1701.8,18719.8,1429.512,CA,Contra Costa County,California,West,37.93576,-122.34775,,15724.632,2995.168,16,March,3,2016-03
34221,SO - 0001544,19-03-2016,Kaymbo Company,Wholesale,Product 6,5,6499,32495,4744.27,MD,Montgomery County,Maryland,South,38.98067,-77.10026,,23721.35,8773.65,27,March,3,2016-03
34222,SO - 0003715,19-03-2016,US Ltd,Wholesale,Product 26,10,1085.4,10854,857.466,CA,Sutter County,California,West,39.14045,-121.61691,,8574.66,2279.34,21,March,3,2016-03
34223,SO - 0003829,19-03-2016,NARS Group,Wholesale,Product 16,5,951.4,4757,732.578,CA,Los Angeles County,California,West,33.85363,-118.13396,,3662.89,1094.11,23,March,3,2016-03
34224,SO - 0005327,19-03-2016,Rooxo Company,Distributor,Product 13,7,864.3,6050.1,596.367,MD,Montgomery County,Maryland,South,39.07955,-77.07303,,4174.569,1875.531,31,March,3,2016-03
34225,SO - 0006213,19-03-2016,Skyble Corp,Distributor,Product 12,10,5266.2,52662,4160.298,NY,Suffolk County,New York,Northeast,40.71258,-73.19552,,41602.98,11059.02,21,March,3,2016-03
34226,SO - 0006863,19-03-2016,SAFEWAY Ltd,Wholesale,Product 17,5,944.7,4723.5,755.76,NY,Nassau County,New York,Northeast,40.70621,-73.61874,,3778.8,944.7,20,March,3,2016-03
34227,SO - 0007082,19-03-2016,WOCKHARDT Group,Wholesale,Product 7,8,3711.8,29694.4,2375.552,MA,Bristol County,Massachusetts,Northeast,41.70149,-71.15505,,19004.416,10689.984,36,March,3,2016-03
34228,SO - 0008437,19-03-2016,Wordpedia Ltd,Export,Product 18,9,958.1,8622.9,479.05,IN,Howard County,Indiana,Midwest,40.48643,-86.1336,,4311.45,4311.45,50,March,3,2016-03
34229,SO - 0008895,19-03-2016,Centizu Company,Wholesale,Product 13,7,1078.7,7550.9,862.96,MA,Middlesex County,Massachusetts,Northeast,42.63342,-71.31617,,6040.72,1510.18,20,March,3,2016-03
34230,SO - 0008621,19-03-2016,Zooxo Ltd,Wholesale,Product 14,10,1085.4,10854,716.364,TX,Collin County,Texas,South,33.10317,-96.67055,,7163.64,3690.36,34,March,3,2016-03
34231,SO - 0010371,19-03-2016,Blogspan Ltd,Wholesale,Product 26,6,1721.9,10331.4,947.045,UT,Salt Lake County,Utah,West,40.59161,-111.8841,,5682.27,4649.13,45,March,3,2016-03
34232,SO - 0008529,19-03-2016,Skiptube Ltd,Distributor,Product 25,9,1011.7,9105.3,536.201,IA,Johnson County,Iowa,Midwest,41.66113,-91.53017,,4825.809,4279.491,47,March,3,2016-03
34233,SO - 000471,19-03-2016,Realpoint Corp,Wholesale,Product 13,7,5721.8,40052.6,3375.862,WI,Kenosha County,Wisconsin,Midwest,42.58474,-87.82119,,23631.034,16421.566,41,March,3,2016-03
34234,SO - 0001565,19-03-2016,Gabvine Ltd,Wholesale,Product 29,6,1098.8,6592.8,791.136,MA,Suffolk County,Massachusetts,Northeast,42.35843,-71.05977,,4746.816,1845.984,28,March,3,2016-03
34235,SO - 0002740,19-03-2016,Vitz Company,Distributor,Product 16,11,3999.9,43998.9,1879.953,CA,Placer County,California,West,38.79073,-121.23578,,20679.483,23319.417,53,March,3,2016-03
34236,SO - 0006032,19-03-2016,Zava Group,Distributor,Product 15,5,777.2,3886,349.74,CA,Napa County,California,West,38.29714,-122.28553,,1748.7,2137.3,55,March,3,2016-03
34237,SO - 0010104,19-03-2016,US Ltd,Distributor,Product 12,7,3879.3,27155.1,3219.819,MN,Hennepin County,Minnesota,Midwest,45.09413,-93.35634,,22538.733,4616.367,17,March,3,2016-03
34238,SO - 0008675,19-03-2016,Golden Corp,Wholesale,Product 18,9,5735.2,51616.8,3383.768,CA,Riverside County,California,West,33.49364,-117.14836,,30453.912,21162.888,41,March,3,2016-03
34239,SO - 0009913,19-03-2016,Browsebug Company,Wholesale,Product 2,8,1681.7,13453.6,706.314,OK,Oklahoma County,Oklahoma,South,35.44951,-97.3967,,5650.512,7803.088,58,March,3,2016-03
34240,SO - 0010329,19-03-2016,NARS Group,Export,Product 3,6,864.3,5185.8,726.012,MO,St. Louis County,Missouri,Midwest,38.78922,-90.32261,,4356.072,829.728,16,March,3,2016-03
34241,SO - 000160,19-03-2016,Voolith Ltd,Wholesale,Product 8,11,3892.7,42819.7,2880.598,CA,Riverside County,California,West,33.72224,-116.37446,,31686.578,11133.122,26,March,3,2016-03
34242,SO - 000315,19-03-2016,Topiczoom Corp,Wholesale,Product 14,7,2599.6,18197.2,2157.668,NY,Broome County,New York,Northeast,42.12662,-76.03324,,15103.676,3093.524,17,March,3,2016-03
34243,SO - 0002392,19-03-2016,Fivebridge Ltd,Wholesale,Product 25,10,1340,13400,844.2,TN,Shelby County,Tennessee,South,35.14953,-90.04898,,8442,4958,37,March,3,2016-03
34244,SO - 0005402,19-03-2016,Skippad Ltd,Distributor,Product 25,6,2592.9,15557.4,1685.385,IL,DuPage County,Illinois,Midwest,41.94563,-88.08462,,10112.31,5445.09,35,March,3,2016-03
34245,SO - 0005877,19-03-2016,Bluezoom Group,Wholesale,Product 15,5,1072,5360,793.28,FL,Hillsborough County,Florida,South,27.86614,-82.32648,,3966.4,1393.6,26,March,3,2016-03
34246,SO - 0006472,19-03-2016,Twinte Group,Wholesale,Product 15,11,2907.8,31985.8,1570.212,AZ,Yuma County,Arizona,West,32.72532,-114.6244,,17272.332,14713.468,46,March,3,2016-03
34247,SO - 0006635,19-03-2016,American Corp,Distributor,Product 24,6,984.9,5909.4,748.524,OR,Multnomah County,Oregon,West,45.49818,-122.43148,,4491.144,1418.256,24,March,3,2016-03
34248,SO - 0007591,19-03-2016,Mylan Corp,Wholesale,Product 25,5,5246.1,26230.5,3619.809,LA,Jefferson Parish,Louisiana,South,29.98409,-90.15285,,18099.045,8131.455,31,March,3,2016-03
34249,SO - 0007626,19-03-2016,Terumo Corp,Wholesale,Product 13,8,2311.5,18492,1525.59,CA,Orange County,California,West,33.78779,-117.85311,,12204.72,6287.28,34,March,3,2016-03
34250,SO - 0004132,20-03-2016,Aromaticos Company,Export,Product 22,6,1105.5,6633,873.345,CA,Los Angeles County,California,West,34.01945,-118.49119,,5240.07,1392.93,21,March,3,2016-03
34251,SO - 0004261,20-03-2016,SEINDNI Corp,Wholesale,Product 25,6,3973.1,23838.6,3019.556,TX,Collin County/Denton County,Texas,South,33.15543,-96.8226,,18117.336,5721.264,24,March,3,2016-03
34252,SO - 0009485,20-03-2016,Fred's Company,Distributor,Product 13,9,2680,24120,1259.6,WA,Spokane County,Washington,West,47.67323,-117.23937,,11336.4,12783.6,53,March,3,2016-03
34253,SO - 0008264,20-03-2016,Safecor Corp,Wholesale,Product 26,9,1701.8,15316.2,935.99,CA,Riverside County,California,West,33.74752,-116.97197,,8423.91,6892.29,45,March,3,2016-03
34254,SO - 000844,20-03-2016,Voolith Ltd,Wholesale,Product 25,11,1018.4,11202.4,733.248,NJ,Middlesex County,New Jersey,Northeast,40.50399,-74.34941,,8065.728,3136.672,28,March,3,2016-03
34255,SO - 0004871,20-03-2016,Zoonoodle Ltd,Export,Product 14,9,5681.6,51134.4,2897.616,KS,Shawnee County,Kansas,Midwest,39.04833,-95.67804,,26078.544,25055.856,49,March,3,2016-03
34256,SO - 0005888,20-03-2016,Aibox Company,Distributor,Product 13,9,3926.2,35335.8,3140.96,TX,Orange County/Jefferson County,Texas,South,29.8334,-93.96632,,28268.64,7067.16,20,March,3,2016-03
34257,SO - 0009641,20-03-2016,Lazzy Group,Distributor,Product 7,5,1038.5,5192.5,643.87,WA,Benton County,Washington,West,46.28569,-119.28446,,3219.35,1973.15,38,March,3,2016-03
34258,SO - 0009531,20-03-2016,Shuffledri Group,Wholesale,Product 6,6,2324.9,13949.4,1534.434,FL,Palm Beach County,Florida,South,26.93422,-80.09421,,9206.604,4742.796,34,March,3,2016-03
34259,SO - 0008117,20-03-2016,Brightdog Corp,Wholesale,Product 11,11,2452.2,26974.2,1986.282,CA,San Diego County,California,West,33.20004,-117.24254,,21849.102,5125.098,19,March,3,2016-03
34260,SO - 0008111,20-03-2016,Kare Corp,Wholesale,Product 8,5,1139,5695,466.99,IN,Elkhart County,Indiana,Midwest,41.65183,-85.94312,,2334.95,3360.05,59,March,3,2016-03
34261,SO - 0010540,20-03-2016,Divanoodle Ltd,Wholesale,Product 16,10,1708.5,17085,1008.015,MO,St. Louis County,Missouri,Midwest,38.78922,-90.32261,,10080.15,7004.85,41,March,3,2016-03
34262,SO - 0002051,20-03-2016,Skajo Ltd,Wholesale,Product 26,5,1072,5360,846.88,IN,Elkhart County,Indiana,Midwest,41.68199,-85.97667,,4234.4,1125.6,21,March,3,2016-03
34263,SO - 0007411,20-03-2016,Wordpedia Ltd,Wholesale,Product 4,10,1092.1,10921,502.366,IL,Cook County,Illinois,Midwest,42.11125,-88.0644,,5023.66,5897.34,54,March,3,2016-03
34264,SO - 000277,20-03-2016,Divanoodle Ltd,Wholesale,Product 11,11,2599.6,28595.6,1637.748,NY,Rockland County,New York,Northeast,41.13418,-73.96573,,18015.228,10580.372,37,March,3,2016-03
34265,SO - 000760,20-03-2016,Aimbo Corp,Distributor,Product 25,11,3926.2,43188.2,1727.528,CA,Orange County,California,West,33.75918,-118.00673,,19002.808,24185.392,56,March,3,2016-03
34266,SO - 0001236,20-03-2016,Fred's Company,Export,Product 30,11,1018.4,11202.4,600.856,TX,Cameron County,Texas,South,26.19063,-97.6961,,6609.416,4592.984,41,March,3,2016-03
34267,SO - 0003779,20-03-2016,Revitol Company,Wholesale,Product 23,8,1715.2,13721.6,1011.968,AZ,Pinal County,Arizona,West,32.8795,-111.75735,,8095.744,5625.856,41,March,3,2016-03
34268,SO - 0004693,20-03-2016,Quimm Company,Wholesale,Product 26,5,3986.5,19932.5,2910.145,TX,Hidalgo County,Texas,South,26.30174,-98.16334,,14550.725,5381.775,27,March,3,2016-03
